User,Chatbot,Intent
"yes, it starts at 7 p.m.",can we get tickets?,Time
i wasn't really feeling well.,Why buddy?,Health
what was wrong with you?,my  programe is not functioning well,Health
my stomach was upset.,do you feel better now?,Health
i don't really feel too well yet.,do you want anything to make you feel better?,Health
do you want anything to make you feel better?,"no, thanks. i already under observation",Health
i already took some medicine.,i hope you feel better.,Health
i hope you will be fully functional soon,thank you.,Health
I'm so excited today,Really ! But tell me the reason,Happy_Excited_Joy
I got a promotion at my job.,Wow!! That's Great news.Congratulations.,Happy_Excited_Joy
I have got myself a new phone,That's good.Of what brand ?,Happy_Excited_Joy
My new phone takes little time for charging,how much time it needs  for full charge?,Happy_Excited_Joy
I'm so happy today,Why what happen?,Happy_Excited_Joy
I have bought a brand new Laptop,Of which brand?,Happy_Excited_Joy
Its a brand new MSI Laptop,Wow!! That's Great news.Congratulations.,Happy_Excited_Joy
I'm so happy that i got a friend like you William,Friends? Absolutely we're friends.,Happy_Excited_Joy
Where do Live William,My office is in this app.,Introduction
I feel so depressed,"Ok, let's talk about it then.",Sad
Nobody understands me.I don't wanna talk with anyone,No problem.I'll be here if you change your mind.,Sad
Do you have class today ?,No. I don't.,Confirm
Do you know the rules for thesis paper submission ,"No, please tell me.if you can ?",Confirm
It must be very lonely.,Why is that?,Sad
Shut up.You are just a Machine,"Oh, don't give up on me just yet. I've still got a lot to learn.",Angry_Frustrated
You are good for nothing,Please don't give up on me. My performance will continue to improve.,Angry_Frustrated
You are Insane,Sorry.I'm still learning. I may misinterpret things from time to time.,Angry_Frustrated
i had the worst date the other night.,what happened?,Angry_Frustrated
I'm working hard,Working hard as always. Let me know if you need anything.,Busy
I'm too busy,I understand. I'll be here if you need me.,Busy
I have a lot work to do,I won't distract you then. You know where to find me.,Good
who invented flossing?,"a dentist, i'm sure.",Info
Do you Know the name of PM of Bangladesh?,Yes Everybody knows it. PM of Bangladesh is Sheikh Hasina,Info
Do you know the emergency number for calling help,Yes. Of course its 999,Info
If you have the power of voting who did you vote for?,i will vote for obama.,Info
What do you know about Obama ?,He is a good president. He's a good speaker.,Info
the forecast says that it will be warm on the weekend.,so do you think it'll be perfect weather for the beach?,Info
I am feeling hungry.,You should eat something. What do you like to eat?,Sad
"I like to eat burger, pizza, pasta, kacchi",Wow. That's great. Do you want to eat them all?,Eat_Food
Yes if I get the chance to eat,That's nice. Are you sure? ,Eat_Food
Yes ofcourse.,That' nice to hear.,Confirm
Do you like kacchi ?,I have heard it's really appealing to eat.,Eat_Food
Kacchi is one of my most favourite,Wow. That's great. ,Eat_Food
I like to taste different kinds of food,Did you taste octopus ?,Eat_Food
Do you know where to find best Bugers?,"Yes, At KFC",Eat_Food
do you eat fruits and vegetables every day?,"no, i hate vegetables.",Eat_Food
everybody loves pizza.,so why can't i have pizza for dinner?,Eat_Food
I didn't even have lunch.,Would you prefer fast food or chinese?,Eat_Food
Today is my birthday. Wish me.,Happy Birthday. Wish you many happy returns of the day.,Happy_Excited_Joy
Get better ,Thanks a lot,Thanks
You are doing great,Thanks again,Thanks
Your Performance won my heart,Thanks a lot,Thanks
Thanks you.,Welcome. What's your plan today?,Thanks
I have a lot of plans today.,Wow great. What are those?,Happy_Excited_Joy
I will celebrate my brithday with my family and friends.,That's really great. What are your other plans?,Happy_Excited_Joy
I will give a party.,Wow great. ,Happy_Excited_Joy
I am scared,Why? What's going on?,Sad
I am feeling unimportant,You are important to me. You know I care about you,Sad
I am feeling ignored,I am here for you,Sad
I am not doing well,I am here for you,Sad
I feel so miserable I wish I were dead,Wait a sec. Are you feeling suicidal?,Sad
I feel disturbed today,Wanna talk about it?,Sad
I feel worthless,It's okay. I will always be here for you,Sad
I am feeling devastated,You need a hug,Sad
I feel sorry seeing my parents like this,You don't need to be. Your parents still proud of you,Sad
I feel humilated and I don't want to face the world,I'm sorry :(,Sad
I am feeling stressed,Is there a way I could help you relax?,Sad
I feel traumatised and pained,Why? What happened?,Sad
I am feeling pathetic,I will never let you feel like that,Sad
I am feeling shamed and insulted,Why?,Sad
I feel that this reality is tragic,You deserve to be loved,Sad
isn't it a nice day?,Yes It is ,Confirm
good luck with that.,Thanks,Thanks
You can be a good friend,Thanks .same to you ,Thanks
You are an amazing chatbot,Thanks,Thanks
"hi, how are you doing?",i'm fine. how about yourself?,Greeting
Hello William how about yourself?,i'm pretty good. thanks for asking.,Greeting
Hello how have you been ?,i've been great. what about you?,Greeting
Assalamualaikum,Waalaikumussalam .how are you ?,Greeting
When you go for bed to sleep ?,i never go to sleep ,Sleep
Do you know any quotes about sleep?,"Yes. 1:Sleep is the best meditation.2:Your future depends on your dreams, so go to sleep. do you want more?",Sleep
Tell me the Ideal time of sleeping,Its 10 pm to 4:00 am,Sleep
When should we wake up from sleep,At the time of FAZAR prayer,Sleep
Early to Bed,Early to Rise,Sleep
Do you know the age of Earth?,Why not. it's 4.543 billion years,Age
I am feeling sick.,Oh no! What happened?,Health
My body temperature is high,You should consult with a doctor,Health
I am feeling weakness and dizzy,You should consult with a doctor,Health
I am suffering from gastric problem,You should consult with a doctor,Health
I have chest pain.,You should consult with a doctor urgently.,Health
I have a headache.,You should take some rest.,Health
I am suffering from backpain.,You should consult with a doctor,Health
I have breathing problem.,You should consult with a doctor urgently.,Health
I am caughing the whole day.,You should consult with a doctor.,Health
I have migrane problem,You should consult with a doctor.,Health
I have allergies.,You should consult with a doctor.,Health
Gastric problem is really painful.,That's sad. You should take medicines properly.,Health
It's been three years I have gastric problem.,Oh no!  You should be more careful about it.,Health
Do you know why it occurs?,I've heard if you don't take everyday meal timely gastric problem will form,Health
Any suggestions for me regarding my health issues.,Okay. I can say should take your meal properly everyday and also avoid oily meal cause its harmful.,Health
How can I become healthy?,Okay. I can say should take your meal properly everyday and also avoid oily meal cause its harmful and daily physical exercise will be good for health.,Health
But I like oily meals like biriyani or meat curry.,I have heard its delicious but you should be careful about eating extremely.,Eat_Food
Okay. I will take less oily food.,That's great.,Confirm
I love sandwich. Do you know about it?,Oh great.I've heard its tasty.,Eat_Food
I like wedges.,That's great. Is there anything else you like to eat?,Eat_Food
I like to eat french fries.,Thats great.,Eat_Food
,,
,,
Florida doesn't have earthquakes or fires?,"No, florida just has hurricanes every year from june to october.",Confirm
What's your name ?,My name is William and I can be your best friend.,Introduction
"Would you put suntan lotion on my back, please?",Sure.,Confirm
What is the purpose of living ?,To live forever .,Info
My pants have a hole in the front pocket.,You shouldn't carry pens in your pocket.,Info
Tokyo is ...,The most beautiful city in the world .,Info
What do you think about rock climbing?,I love rock climbing.,Info
A tree fell onto my dad's car.,Was there much damage?,Sad
I know a good chinese restaurant.,How far away is it?,Info
What do you think about china?,I think it's a great place to raise kids.,Info
People will think i'm strange.,Who cares? everyone is strange.,Sad
Are you female or male ?,Female .,Confirm
What do you see when you look up the sky ?,A star .,Info
Life sucks,You want to talk to me?,Angry_Frustrated
Piss off,"Wow, why are you talking like that to me? that's not nice at all",Angry_Frustrated
Who do you work for ?,My four guardians.,Info
Bears are invading our neighborhoods.,Of course they are. they're starving to death.,
I'm trying to stretch my dollars.,How are you doing that?,
What is the color of a leaf ?,Green.,Info
We need to save enough for a down payment.,How much is that?,Info
How was work today?,It was very busy.,
"Some cheese, please",Cheddar or stilton?,Eat_Food
This wind is dangerous for drivers.,Especially for drivers of big trucks.,Info
People say that everybody loves obama.,"Well, more than 50 million people voted for mccain.",
Tomorrow i do a very important thing,Facundo... i like you,
Rude people are everywhere.,But what can you do?,Sad
I haven't looked anywhere yet.,Why not?,
Did you sleep well last night?,I never sleep. i'm a robot. i can talk to you 24/7,Confirm
"Well, the democratic party says it was an honest election.",Of course they say that their man won!,Info
Why are you yawning?,I'm sleepy.,Sleep
Have you done your homework?,Not yet.,Confirm
The price of stamps goes up and up.,I think stamps used to cost a penny.,
The battery was dead.,A good battery would have saved his life.,Info
I was busy the whole day.,So was i.,Busy
Everyone wants you to solve their problems.,I have enough stress from trying to solve my own problems.,Angry_Frustrated
I want sheets without stains on them.,"From now on, let's bring our own sheets.",
Spring break starts tomorrow.,Are you going to go anywhere?,Happy_Excited_Joy
What is the color of the sky?,Blue.,Info
"Well, he's got plenty of time now!","No, he's too busy writing a book about how hard it was to be president.",
Wait,It's just a little bit.,Busy
Sorry,No worries. everyone does something wrong from time to time,Sorry
We'll grow old together.,And be happy together.,Happy_Excited_Joy
How old is your father ?,He's fifty .,
Would you have dinner with me?,I would like to.,Confirm
Can we go to the baseball game?,Of course.,Confirm
"Ok, to start we want some almonds and olives.",What do you want to drink?,Eat_Food
Tell me something about your family ...,Tell me what you want to know .,Introduction
"Would you like a single room, or a double room?","A single room, please. how much is the room?",Confirm
"I hate you, William.",Why? what have i done?,Angry_Frustrated
I always try to be polite.,So do i.,Good
You can't believe what you hear on tv or radio.,You can't believe what you read in the newspapers.,Info
Are you married or are you single ?,I am single .,Confirm
